PRE_NO,UNIT,ROUTE,REASON,Longitude,Latitude
PTBJ00328,PTB台灣電力股份有限公司台中區營業處(維護組),育英路(東英二街至振興路),孔蓋異常，恐影響民眾安危,120.6979358,24.13398118
PC2J00110,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,青海南街(77號),孔蓋異常，恐影響民眾安危,120.6354852,24.17304472
PC2J00111,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,黎明路三段(48號),孔蓋異常，恐影響民眾安危,120.6371509,24.17226495
PW4J00299,PW4台灣自來水股份有限公司第四區管理處台中給水廠,環中路四段(與五權西路二段口),孔蓋異常，恐影響民眾安危,120.6231377,24.14956842
PTCJ00025,PTC台灣電力股份有限公司台中區營業處豐原分處,豐勢路一段(245號前),孔蓋異常，恐影響民眾安危,120.7266818,24.25577492
PTBJ00395,PTB台灣電力股份有限公司台中區營業處(維護組),崇德六路一段與崇德六路一段31巷口(G6050CB4810),孔蓋異常，恐影響民眾安危,120.6956124,24.17980285
PTBJ00396,PTB台灣電力股份有限公司台中區營業處(維護組),崇德六路一段與崇德六路一段31巷口(G6050CB4832),孔蓋異常，恐影響民眾安危,120.69565,24.17981998
PW7J00081,PW7台灣自來水股份有限公司第四區管理處大里服務所,中山路二段(85號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7338133,24.14733266
PTBJ00402,PTB台灣電力股份有限公司台中區營業處(維護組),文心南十路(258號),孔蓋異常，恐影響民眾安危,120.6577128,24.1176983
CG1J00152,CG1欣中天然氣股份有限公司,臺灣大道1段35號一帶(綠川東街62號一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6839437,24.13837831
CG1J00153,CG1欣中天然氣股份有限公司,民權路29號一帶(民權路25號至35號一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6816826,24.1362635
GW5J00086,GW5臺中市政府水利局(污水營運科),福仁街(172號),孔蓋異常，恐影響民眾安危,120.6890335,24.14436768
GW5J00087,GW5臺中市政府水利局(污水營運科),旱溪東路一段(旱溪東路一段東英一街路口),孔蓋異常，恐影響民眾安危,120.7005977,24.13412222
GW5J00088,GW5臺中市政府水利局(污水營運科),大智路(大智路與信義街口),孔蓋異常，恐影響民眾安危,120.6890723,24.13407798
PTBJ00406,PTB台灣電力股份有限公司台中區營業處(維護組),仁和路(204號旁),孔蓋異常，恐影響民眾安危,120.6789381,24.12626069
PTBJ00407,PTB台灣電力股份有限公司台中區營業處(維護組),崇德六路一段30巷3號(G6050CC40),孔蓋異常，恐影響民眾安危,120.6957424,24.18007565
PWAJ00044,PWA台灣自來水股份有限公司第四區管理處清水營運所,信義二街(182號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5500586,24.26416796
PTBJ00413,PTB台灣電力股份有限公司台中區營業處(維護組),西屯路三段與遠東街口(往東約525公尺G4853DA89),孔蓋異常，恐影響民眾安危,120.6027021,24.19248571
CG4J00016,CG4欣彰天然氣股份有限公司豐原營業所,永康路(213巷口),孔蓋異常，恐影響民眾安危,120.725074,24.24090282
GW5J00089,GW5臺中市政府水利局(污水營運科),建國南路二段(150巷11號),孔蓋異常，恐影響民眾安危,120.6647806,24.12741532
PTBJ00425,PTB台灣電力股份有限公司台中區營業處(維護組),文心南十路(106號前),孔蓋異常，恐影響民眾安危,120.655381,24.115836
PWAJ00047,PWA台灣自來水股份有限公司第四區管理處清水營運所,三美路(110之2號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.577385,24.29781274
PTCJ00029,PTC台灣電力股份有限公司台中區營業處豐原分處,溪洲路(382巷與堤南路交叉路口右邊250公尺處),孔蓋異常，恐影響民眾安危,120.6846116,24.28046277
PTCJ00031,PTC台灣電力股份有限公司台中區營業處豐原分處,豐工路(與豐工路250巷交叉路口處),孔蓋異常，恐影響民眾安危,120.7057538,24.27510779
PTCJ00032,PTC台灣電力股份有限公司台中區營業處豐原分處,育英路(100巷17號前),孔蓋異常，恐影響民眾安危,120.7149768,24.24203967
PTCJ00033,PTC台灣電力股份有限公司台中區營業處豐原分處,博愛街(176號前),孔蓋異常，恐影響民眾安危,120.7186001,24.24758748
PTBJ00445,PTB台灣電力股份有限公司台中區營業處(維護組),鎮南路二段357號(G4461AA03),孔蓋異常，恐影響民眾安危,120.5672199,24.22800432
CG1J00159,CG1欣中天然氣股份有限公司,福智街39號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6930242,24.14207181
PWBJ00054,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,南榮路(482號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5669643,24.11550543
PC2J00140,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,永春東路(898號),孔蓋異常，恐影響民眾安危,120.638807,24.1352275
PTBJ00446,PTB台灣電力股份有限公司台中區營業處(維護組),鎮南路二段55巷90號(G4459BA83),孔蓋異常，恐影響民眾安危,120.5690577,24.21881375
PC2J00141,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,環中路五段(14號),孔蓋異常，恐影響民眾安危,120.6328032,24.12378245
PC2J00142,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,海德街(18-2號),孔蓋異常，恐影響民眾安危,120.6456945,24.13525161
PTBJ00447,PTB台灣電力股份有限公司台中區營業處(維護組),鎮南路二段55巷98號(G4459BA9508),孔蓋異常，恐影響民眾安危,120.5691145,24.21908715
PC2J00143,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,昌平路二段(12-12號),孔蓋異常，恐影響民眾安危,120.688289,24.18230531
PC2J00144,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,昌平路一段(99號),孔蓋異常，恐影響民眾安危,120.6905539,24.17297502
PW2J00026,PW2台灣自來水股份有限公司第四區管理處豐原給水廠,潭豐路二段(1190號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7118641,24.23682687
PTBJ00448,PTB台灣電力股份有限公司台中區營業處(維護組),鎮南路二段與南斗路口(G4458DD25),孔蓋異常，恐影響民眾安危,120.570391,24.21729301
PTBJ00449,PTB台灣電力股份有限公司台中區營業處(維護組),鎮南路二段與南陽路口(G4458DC8485),孔蓋異常，恐影響民眾安危,120.5709018,24.21633332
PTBJ00450,PTB台灣電力股份有限公司台中區營業處(維護組),軍福十六路與和順路口(G6349FB73),孔蓋異常，恐影響民眾安危,120.7224885,24.17495649
PTBJ00451,PTB台灣電力股份有限公司台中區營業處(維護組),軍福十六路與和順路口(G6349FB74),孔蓋異常，恐影響民眾安危,120.7224965,24.17501881
PTBJ00452,PTB台灣電力股份有限公司台中區營業處(維護組),軍福十六路與和順路口(G6349FB83),孔蓋異常，恐影響民眾安危,120.7225653,24.1749662
PTCJ00034,PTC台灣電力股份有限公司台中區營業處豐原分處,豐勢路(922之1號旁東關路八段往北1.3公里處),孔蓋異常，恐影響民眾安危,120.8181532,24.27284692
PW4J00326,PW4台灣自來水股份有限公司第四區管理處台中給水廠,復興路二段(15巷53號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.657314,24.11991786
PW4J00327,PW4台灣自來水股份有限公司第四區管理處台中給水廠,中清路二段(362巷20號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6683907,24.17965955
PTBJ00453,PTB台灣電力股份有限公司台中區營業處(維護組),松竹路二段與松竹路二段306巷口(G5950GE79),孔蓋異常，恐影響民眾安危,120.6920423,24.18276062
PW4J00328,PW4台灣自來水股份有限公司第四區管理處台中給水廠,三民路二段(111號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6796823,24.14263773
PW4J00329,PW4台灣自來水股份有限公司第四區管理處台中給水廠,青島路四段(35號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6862963,24.16827994
PTBJ00454,PTB台灣電力股份有限公司台中區營業處(維護組),文昌東五街70號(G5848HB0338),孔蓋異常，恐影響民眾安危,120.6845271,24.17040132
PW7J00086,PW7台灣自來水股份有限公司第四區管理處大里服務所,塗城路(735巷1弄29號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7002897,24.0880986
PTBJ00455,PTB台灣電力股份有限公司台中區營業處(維護組),五權路與五權路339巷口(G5844CB3401),孔蓋異常，恐影響民眾安危,120.6799083,24.15235566
PW4J00330,PW4台灣自來水股份有限公司第四區管理處台中給水廠,橫坑巷(115號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7834145,24.17618969
PTBJ00456,PTB台灣電力股份有限公司台中區營業處(維護組),五權路與柳川西路四段口(G5844BB8273),孔蓋異常，恐影響民眾安危,120.6793893,24.15217861
PTBJ00457,PTB台灣電力股份有限公司台中區營業處(維護組),華興街71號(G5646HB4076),孔蓋異常，恐影響民眾安危,120.6691764,24.16101895
PWAJ00049,PWA台灣自來水股份有限公司第四區管理處清水營運所,鰲新路(355巷3號對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.550943,24.26892014
PC2J00145,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,大進街461號(大進街461號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6511789,24.15173437
GW5J00115,GW5臺中市政府水利局(污水營運科),文新街(359號),孔蓋異常，恐影響民眾安危,120.827728,24.26582718
GW5J00116,GW5臺中市政府水利局(污水營運科),東坑路(&福隆街路口),孔蓋異常，恐影響民眾安危,120.8434761,24.24459025
GW5J00117,GW5臺中市政府水利局(污水營運科),東關路六段(160巷5號旁),孔蓋異常，恐影響民眾安危,120.8374752,24.21957099
GW5J00118,GW5臺中市政府水利局(污水營運科),城興街(139號),孔蓋異常，恐影響民眾安危,120.8365344,24.2198294
GW5J00119,GW5臺中市政府水利局(污水營運科),城興街(187號),孔蓋異常，恐影響民眾安危,120.8361411,24.22085977
GW5J00120,GW5臺中市政府水利局(污水營運科),新盛三街(26號對面),孔蓋異常，恐影響民眾安危,120.8313058,24.24610835
GW5J00121,GW5臺中市政府水利局(污水營運科),豐勢路(282號),孔蓋異常，恐影響民眾安危,120.8299216,24.25231233
GW5J00122,GW5臺中市政府水利局(污水營運科),豐勢路(412號),孔蓋異常，恐影響民眾安危,120.8292257,24.25517565
GW5J00123,GW5臺中市政府水利局(污水營運科),上城街(&新城街路口),孔蓋異常，恐影響民眾安危,120.8382441,24.21733112
GW5J00124,GW5臺中市政府水利局(污水營運科),上城街(380號旁),孔蓋異常，恐影響民眾安危,120.8384118,24.22413217
GW5J00125,GW5臺中市政府水利局(污水營運科),上城街(380號旁),孔蓋異常，恐影響民眾安危,120.8384094,24.22413082
GW5J00126,GW5臺中市政府水利局(污水營運科),上城街(432號),孔蓋異常，恐影響民眾安危,120.8382884,24.22517958
GW5J00127,GW5臺中市政府水利局(污水營運科),東關路(&上城街路口),孔蓋異常，恐影響民眾安危,120.8378837,24.22636648
PTBJ00464,PTB台灣電力股份有限公司台中區營業處(維護組),溪南路一段(26號對面),孔蓋異常，恐影響民眾安危,120.6443875,24.08764314
PTBJ00465,PTB台灣電力股份有限公司台中區營業處(維護組),南陽路與六路十六街口(G4458HB05),孔蓋異常，恐影響民眾安危,120.5739975,24.21537175
PC2J00151,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,福雅路65巷1號(福雅路65巷1號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6182025,24.18406826
PTBJ00477,PTB台灣電力股份有限公司台中區營業處(維護組),旱溪西路一段((東英二街至振興路)),孔蓋異常，恐影響民眾安危,120.6989167,24.13344083
PTBJ00485,PTB台灣電力股份有限公司台中區營業處(維護組),向心南路(979號旁),孔蓋異常，恐影響民眾安危,120.6437669,24.13746794
PW4J00345,PW4台灣自來水股份有限公司第四區管理處台中給水廠,進德北路(42號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6925186,24.14942542
PTBJ00486,PTB台灣電力股份有限公司台中區營業處(維護組),五光路(46號),孔蓋異常，恐影響民眾安危,120.659857,24.09692475
PTCJ00041,PTC台灣電力股份有限公司台中區營業處豐原分處,和睦路(中平路口),孔蓋異常，恐影響民眾安危,120.6543739,24.28023898
PTBJ00487,PTB台灣電力股份有限公司台中區營業處(維護組),忠明南路(與復興北路口),孔蓋異常，恐影響民眾安危,120.660759,24.12191155
PTBJ00488,PTB台灣電力股份有限公司台中區營業處(維護組),后庄七街322號旁(G5653CD30),孔蓋異常，恐影響民眾安危,120.6642035,24.19443932
PW4J00346,PW4台灣自來水股份有限公司第四區管理處台中給水廠,南屯路一段(109號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6620189,24.13210655
PTBJ00489,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路二段與寧夏路口(G5647AA3837),孔蓋異常，恐影響民眾安危,120.6621611,24.16534371
PTBJ00490,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路二段與寧夏路口(G5647AA3839),孔蓋異常，恐影響民眾安危,120.6621611,24.16540734
CG2J00019,CG2欣林天然氣股份有限公司,頭張路二段(與得福街口),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.696615,24.19427816
PW4J00255,PW4台灣自來水股份有限公司第四區管理處台中給水廠,濟世街(115號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6792522,24.1290078
PW4J00256,PW4台灣自來水股份有限公司第四區管理處台中給水廠,大興街(125巷39號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6942511,24.12859
PTBJ00307,PTB台灣電力股份有限公司台中區營業處(維護組),北屯路25號(G5946GA48),孔蓋異常，恐影響民眾安危,120.6916671,24.16002632
PW4J00288,PW4台灣自來水股份有限公司第四區管理處台中給水廠,青海路一段(64號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6559324,24.16398909
PTBJ00354,PTB台灣電力股份有限公司台中區營業處(維護組),文心南十路(108號前),孔蓋異常，恐影響民眾安危,120.6553769,24.11584408
PTBJ00355,PTB台灣電力股份有限公司台中區營業處(維護組),萬美街(27號前),孔蓋異常，恐影響民眾安危,120.6404449,24.13759459
PTBJ00356,PTB台灣電力股份有限公司台中區營業處(維護組),萬安街(16號前),孔蓋異常，恐影響民眾安危,120.6414196,24.1380984
PW4J00292,PW4台灣自來水股份有限公司第四區管理處台中給水廠,軍福十一路(483號對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7170504,24.17151899
GW5J00084,GW5臺中市政府水利局(污水營運科),建成路(541號斜對面),孔蓋異常，恐影響民眾安危,120.6950586,24.13384036
PTBJ00361,PTB台灣電力股份有限公司台中區營業處(維護組),同榮路232巷50號旁(G5654BA3097),孔蓋異常，恐影響民眾安危,120.6632333,24.19629015
PTBJ00385,PTB台灣電力股份有限公司台中區營業處(維護組),文心南十路(11之10號),孔蓋異常，恐影響民眾安危,120.6569175,24.11749906
PTBJ00386,PTB台灣電力股份有限公司台中區營業處(維護組),環中路七段(光明路勤農巷至環中路七段18號),孔蓋異常，恐影響民眾安危,120.6514756,24.10371635
PTBJ00387,PTB台灣電力股份有限公司台中區營業處(維護組),環中路七段(光明路勤農巷至環中路七段18號),孔蓋異常，恐影響民眾安危,120.6515802,24.10302188
CG1J00147,CG1欣中天然氣股份有限公司,向上路1段86號至96號一帶(向上路1段79號與公益路155巷口),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6640685,24.14673685
PTBJ00430,PTB台灣電力股份有限公司台中區營業處(維護組),遊園北路617巷(與遊園北路口),孔蓋異常，恐影響民眾安危,120.5930332,24.19084379
PTBJ00431,PTB台灣電力股份有限公司台中區營業處(維護組),五光路(1030號前),孔蓋異常，恐影響民眾安危,120.6280774,24.10294884
PTBJ00432,PTB台灣電力股份有限公司台中區營業處(維護組),溪南路一段(與福泰街口),孔蓋異常，恐影響民眾安危,120.6442375,24.08577374
PC2J00131,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,上安路(62號),孔蓋異常，恐影響民眾安危,120.6408072,24.1706643
PC2J00132,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,福雅路156巷(26號),孔蓋異常，恐影響民眾安危,120.6203458,24.18596175
PC2J00133,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,福雅路(472號),孔蓋異常，恐影響民眾安危,120.625595,24.19771119
PC2J00134,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,河南路四段(183號),孔蓋異常，恐影響民眾安危,120.6365236,24.1559741
PC2J00135,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,櫻花路(24號),孔蓋異常，恐影響民眾安危,120.6523849,24.16963355
PC2J00136,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,大河街(58號),孔蓋異常，恐影響民眾安危,120.6587694,24.17348863
PC2J00137,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,福雅路(103號),孔蓋異常，恐影響民眾安危,120.6192473,24.1854596
PC2J00138,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,惠中路(16號),孔蓋異常，恐影響民眾安危,120.6483736,24.16811863
PTBJ00442,PTB台灣電力股份有限公司台中區營業處(維護組),東大路二段(與忠貞路口),辦理路面抽查挖掘案件,120.614755,24.24191487
GW5J00090,GW5臺中市政府水利局(污水營運科),文新街(46號對面),孔蓋異常，恐影響民眾安危,120.8292926,24.26013169
GW5J00091,GW5臺中市政府水利局(污水營運科),文新街(75號),孔蓋異常，恐影響民眾安危,120.8290919,24.26090065
GW5J00092,GW5臺中市政府水利局(污水營運科),文新街(315號),孔蓋異常，恐影響民眾安危,120.8279579,24.26504255
GW5J00093,GW5臺中市政府水利局(污水營運科),文新街(333號),孔蓋異常，恐影響民眾安危,120.8278661,24.26539484
GW5J00094,GW5臺中市政府水利局(污水營運科),東蘭路(76-11號),孔蓋異常，恐影響民眾安危,120.8242641,24.26901526
GW5J00095,GW5臺中市政府水利局(污水營運科),金門街(18號),孔蓋異常，恐影響民眾安危,120.8262084,24.26712135
GW5J00096,GW5臺中市政府水利局(污水營運科),粵寧街(29-6號),孔蓋異常，恐影響民眾安危,120.8263478,24.26785804
GW5J00097,GW5臺中市政府水利局(污水營運科),粵寧街(33-4號對面),孔蓋異常，恐影響民眾安危,120.825955,24.26849014
GW5J00098,GW5臺中市政府水利局(污水營運科),粵寧街(38-2號),孔蓋異常，恐影響民眾安危,120.8257814,24.26870434
GW5J00099,GW5臺中市政府水利局(污水營運科),粵寧街(45-5號),孔蓋異常，恐影響民眾安危,120.8253809,24.26927304
GW5J00100,GW5臺中市政府水利局(污水營運科),粵寧街(56號),孔蓋異常，恐影響民眾安危,120.8256435,24.26889383
GW5J00101,GW5臺中市政府水利局(污水營運科),三民街(199號),孔蓋異常，恐影響民眾安危,120.8284138,24.25972538
GW5J00102,GW5臺中市政府水利局(污水營運科),中山路(2-4號),孔蓋異常，恐影響民眾安危,120.8311435,24.25776643
GW5J00103,GW5臺中市政府水利局(污水營運科),公園路(34號旁),孔蓋異常，恐影響民眾安危,120.825022,24.25813538
GW5J00104,GW5臺中市政府水利局(污水營運科),公園路(118號旁),孔蓋異常，恐影響民眾安危,120.8241203,24.2600255
GW5J00105,GW5臺中市政府水利局(污水營運科),文化街(188號),孔蓋異常，恐影響民眾安危,120.8265149,24.25624607
GW5J00106,GW5臺中市政府水利局(污水營運科),文化街(292-1號&中正三巷),孔蓋異常，恐影響民眾安危,120.8261377,24.2582232
GW5J00107,GW5臺中市政府水利局(污水營運科),正二街(12號),孔蓋異常，恐影響民眾安危,120.8251718,24.25880208
GW5J00108,GW5臺中市政府水利局(污水營運科),正二街(28號),孔蓋異常，恐影響民眾安危,120.8244234,24.25852403
PWAJ00081,PWA台灣自來水股份有限公司第四區管理處清水營運所,中山路659巷(14號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5683014,24.25557758
PTBJ00984,PTB台灣電力股份有限公司台中區營業處(維護組),龍富路五段與龍瑞街口(G5145GA0900),孔蓋異常，恐影響民眾安危,120.6283806,24.15630787
PW4J00559,PW4台灣自來水股份有限公司第四區管理處台中給水廠,豐富路(299巷29號對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6473037,24.13395527
PTBJ00985,PTB台灣電力股份有限公司台中區營業處(維護組),龍富路五段與龍富二十二路口(G5145GC6202.GC5270),孔蓋異常，恐影響民眾安危,120.6288554,24.15743119
PW4J00560,PW4台灣自來水股份有限公司第四區管理處台中給水廠,美村路二段(124巷49號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6606571,24.12738402
GW5J00306,GW5臺中市政府水利局(污水營運科),成功路(28號),孔蓋異常，恐影響民眾安危,120.6854132,24.13863995
GW5J00307,GW5臺中市政府水利局(污水營運科),成功路(123號),路面異常，恐影響民眾安危,120.6825201,24.14111179
PTBJ01355,PTB台灣電力股份有限公司台中區營業處(維護組),大墩四街(與惠中路三段口),孔蓋異常，恐影響民眾安危,120.640477,24.14264457
PTBJ01356,PTB台灣電力股份有限公司台中區營業處(維護組),美村路一段(23號),孔蓋異常，恐影響民眾安危,120.6621338,24.1547898
PW4J00715,PW4台灣自來水股份有限公司第四區管理處台中給水廠,中清路三段(305號),路面異常，恐影響民眾安危,120.652326,24.20558647
PWAJ00114,PWA台灣自來水股份有限公司第四區管理處清水營運所,橋江北街一段(光明橋旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5649917,24.28241022
PTBJ01363,PTB台灣電力股份有限公司台中區營業處(維護組),建成路(1685號),孔蓋異常，恐影響民眾安危,120.6735573,24.12626587
PTBJ01364,PTB台灣電力股份有限公司台中區營業處(維護組),國光路447巷(11號),孔蓋異常，恐影響民眾安危,120.6802153,24.11863977
PWFJ00017,PWF台灣自來水股份有限公司第四區管理處烏日營運所,健行路(154號往東約100公尺),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6006576,24.1095711
PW4J00716,PW4台灣自來水股份有限公司第四區管理處台中給水廠,太原路三段(1090號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7178947,24.16331741
GW7J00057,GW7臺中市政府水利局(水利養護工程科),大智路(與信義街口),孔蓋異常，恐影響民眾安危,120.6890807,24.13408429
CG1J00286,CG1欣中天然氣股份有限公司,平德路189號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6693901,24.18587115
PTBJ01370,PTB台灣電力股份有限公司台中區營業處(維護組),三榮南路(143號),孔蓋異常，恐影響民眾安危,120.6078644,24.10470717
PTBJ01371,PTB台灣電力股份有限公司台中區營業處(維護組),三榮路一段(與三榮三路口),孔蓋異常，恐影響民眾安危,120.6074741,24.10597619
PTBJ01372,PTB台灣電力股份有限公司台中區營業處(維護組),中工二路與福中八街口(G5050BA6355),孔蓋異常，恐影響民眾安危,120.6160948,24.17846934
PTBJ01373,PTB台灣電力股份有限公司台中區營業處(維護組),萬興路(與大明三街口),孔蓋異常，恐影響民眾安危,120.5395156,24.15962682
CG1J00287,CG1欣中天然氣股份有限公司,太原路三段(363號前),路面異常，恐影響民眾安危,120.6971691,24.16496423
PC2J00314,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,"黎明路一段852號			(黎明路一段852號			)",通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6359193,24.13325903
PW4J00720,PW4台灣自來水股份有限公司第四區管理處台中給水廠,天津路四段(125巷2-1號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6891936,24.16944739
PW7J00206,PW7台灣自來水股份有限公司第四區管理處大里服務所,光正路(70巷2號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7136602,24.08862258
PWBJ00120,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,龍北路(462號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5303088,24.18426883
PTBJ01380,PTB台灣電力股份有限公司台中區營業處(維護組),中山路三段(131號對面),孔蓋異常，恐影響民眾安危,120.7156839,24.14896856
PTBJ01381,PTB台灣電力股份有限公司台中區營業處(維護組),福中九街與福中九街10巷口(G5049BE05),孔蓋異常，恐影響民眾安危,120.6155078,24.17778292
PWBJ00121,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,沙田路2段(102巷35號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5531299,24.13869495
PC3J00065,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,東坑路(378號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.8457037,24.2433048
PC3J00066,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,豐洲路(817號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6950005,24.26563361
PW7J00209,PW7台灣自來水股份有限公司第四區管理處大里服務所,塗城路(351巷1弄41號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7096932,24.08497774
PWCJ00117,PWC台灣自來水股份有限公司第四區管理處大雅營運所,雅潭路三段412巷(141號至145號間),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6735567,24.22032934
PW4J00728,PW4台灣自來水股份有限公司第四區管理處台中給水廠,安和路(202號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6259489,24.18453073
PTBJ01389,PTB台灣電力股份有限公司台中區營業處(維護組),向上路七段526號對面(G4257GC31),孔蓋異常，恐影響民眾安危,120.5575803,24.21142436
PWAJ00117,PWA台灣自來水股份有限公司第四區管理處清水營運所,仁美街(33巷60號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.535373,24.25384674
CG1J00142,CG1欣中天然氣股份有限公司,東山路1段336號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.7247744,24.17597667
PWHJ00007,PWH台灣自來水股份有限公司第四區管理處(工務課),武漢街(24、36號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6690542,24.16741404
PWAJ00042,PWA台灣自來水股份有限公司第四區管理處清水營運所,海濱路(101之1號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5693001,24.27172918
PWCJ00060,PWC台灣自來水股份有限公司第四區管理處大雅營運所,民生路一段65巷(1號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6473953,24.22641102
PWCJ00061,PWC台灣自來水股份有限公司第四區管理處大雅營運所,民生路一段49巷(2號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6469985,24.2264627
PWBJ00049,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,臺灣大道七段432巷(113號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5759446,24.23189455
PTBJ00345,PTB台灣電力股份有限公司台中區營業處(維護組),興進路228號旁(G5945GA2634),孔蓋異常，恐影響民眾安危,120.691507,24.15619795
GW7J00026,GW7臺中市政府水利局(水利養護工程科),軍功路一段(與太順路口往東40m),孔蓋異常，恐影響民眾安危,120.7140052,24.16060241
PTBJ00346,PTB台灣電力股份有限公司台中區營業處(維護組),興進路228號旁(G5945GA1674),孔蓋異常，恐影響民眾安危,120.6914426,24.15619795
PW4J00283,PW4台灣自來水股份有限公司第四區管理處台中給水廠,平順街(105號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6629927,24.12492088
PTBJ00347,PTB台灣電力股份有限公司台中區營業處(維護組),太原路三段58號(G5947CA0308),孔蓋異常，恐影響民眾安危,120.6871957,24.16497233
PW4J00284,PW4台灣自來水股份有限公司第四區管理處台中給水廠,振興路(271號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6957877,24.13310979
PW4J00285,PW4台灣自來水股份有限公司第四區管理處台中給水廠,福星路(與福上巷口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6470184,24.17486016
PW4J00286,PW4台灣自來水股份有限公司第四區管理處台中給水廠,東英十街(15號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7036865,24.14341721
PTBJ00348,PTB台灣電力股份有限公司台中區營業處(維護組),梅亭東街與育強街口(G5945HE6655),孔蓋異常，恐影響民眾安危,120.6928638,24.1598163
