PRE_NO,UNIT,ROUTE,REASON,Longitude,Latitude
PW4J01706,PW4台灣自來水股份有限公司第四區管理處台中給水廠,北平一街(38號斜對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6688639,24.17181133
PW4J01707,PW4台灣自來水股份有限公司第四區管理處台中給水廠,美村路一段(105號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6617411,24.15240127
PC3J00125,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,潭興路2段(140巷15號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7121375,24.20651915
PTCJ00186,PTC台灣電力股份有限公司台中區營業處豐原分處,五權路88巷(7弄9號),路面異常，恐影響民眾安危,120.710771,24.25666733
PWAJ00261,PWA台灣自來水股份有限公司第四區管理處清水營運所,高美路(港埠路五段),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5585205,24.30995609
PTCJ00187,PTC台灣電力股份有限公司台中區營業處豐原分處,葫蘆墩四街(28號),路面異常，恐影響民眾安危,120.7128077,24.26087854
PTBJ03043,PTB台灣電力股份有限公司台中區營業處(維護組),光興路597巷(與光興路699巷口),路面異常，恐影響民眾安危,120.7264252,24.10756732
PWBJ00247,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,自強路(175巷口約50公尺處),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5630025,24.20611509
PTCJ00193,PTC台灣電力股份有限公司台中區營業處豐原分處,豐原大道六段(496號對面),路面異常，恐影響民眾安危,120.7261837,24.26458817
GW7J00146,GW7臺中市政府水利局(水利養護工程科),豐原大道七段(569號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.710437,24.26124523
GW7J00147,GW7臺中市政府水利局(水利養護工程科),正德路(與正德路180巷口),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.5725652,24.20227705
GW7J00148,GW7臺中市政府水利局(水利養護工程科),正順路(57號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.573762,24.20615908
PW4J01725,PW4台灣自來水股份有限公司第四區管理處台中給水廠,松竹路一段(1117號對面),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7087548,24.18223219
GW7J00149,GW7臺中市政府水利局(水利養護工程科),豐勢路(1156號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7712758,24.2778801
PTBJ03048,PTB台灣電力股份有限公司台中區營業處(維護組),"祥順路二段(軍福十一路口,往南約55公尺.G6448CA97)",孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7276605,24.16989028
PTBJ03049,PTB台灣電力股份有限公司台中區營業處(維護組),和祥一街(31號.G6448BA08),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7257939,24.17001912
PW7J00428,PW7台灣自來水股份有限公司第四區管理處大里服務所,中興路二段(415號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.68979,24.11277314
PTBJ03057,PTB台灣電力股份有限公司台中區營業處(維護組),建國北路二段(與建國北路二段132巷口),路面異常，恐影響民眾安危,120.6662711,24.12904332
PTBJ03058,PTB台灣電力股份有限公司台中區營業處(維護組),忠明南路(861號),路面異常，恐影響民眾安危,120.6636394,24.119725
PW7J00429,PW7台灣自來水股份有限公司第四區管理處大里服務所,成功路(395巷56號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7235127,24.12936634
PW4J01754,PW4台灣自來水股份有限公司第四區管理處台中給水廠,文昌東三街(2-5號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6801205,24.16814584
PC2J00672,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,松竹路三段(396號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6768647,24.18619084
PW2J00145,PW2台灣自來水股份有限公司第四區管理處豐原給水廠,田心路(一段164號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7181091,24.24451033
PW4J01787,PW4台灣自來水股份有限公司第四區管理處台中給水廠,向上路四段(忠勇路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6152712,24.14816515
PTBJ01780,PTB台灣電力股份有限公司台中區營業處(維護組),崇德路三段(128號(g5951ab9768)),孔蓋異常，恐影響民眾安危,120.6862797,24.18432834
PW4J01912,PW4台灣自來水股份有限公司第四區管理處台中給水廠,和順路(與和祥街口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7225808,24.1799055
PTBJ03383,PTB台灣電力股份有限公司台中區營業處(維護組),東興路三段(418號.G5545BD75),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6557478,24.1585916
CG1J00650,CG1欣中天然氣股份有限公司,西屯路二段95-23號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6560449,24.16546632
PC2J00738,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,河南路二段536號(河南路二段536號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6414832,24.16855785
PC2J00739,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,河南東三街23號(河南東三街23號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6633055,24.16887793
PC2J00740,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,永春東七路上距向上路三段(35公尺),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6339381,24.14579505
CG1J00651,CG1欣中天然氣股份有限公司,國強街181巷口一帶(國強街181巷2號至18號一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6974808,24.16240001
PC2J00741,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,黎明路一段242巷14號(黎明路一段242巷14號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6278123,24.11712654
CG2J00090,CG2欣林天然氣股份有限公司,勝利六街(13),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.7005331,24.20962319
PW4J01913,PW4台灣自來水股份有限公司第四區管理處台中給水廠,復興路二段(71巷62號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6588359,24.12329542
PW4J01914,PW4台灣自來水股份有限公司第四區管理處台中給水廠,興大路(34號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6828851,24.12425668
CG5J00032,CG5欣彰天然氣股份有限公司台中港營業所,東晉十一街(B2號至東晉路口),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.5697816,24.22324906
PC2J00742,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,福星北二街(102號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6438735,24.18372819
PTBJ03384,PTB台灣電力股份有限公司台中區營業處(維護組),福星路(666號對面.G5448CE52),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6485946,24.17288505
PC3J00135,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,豐勢路(1018號前),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7761658,24.27660943
PW4J01915,PW4台灣自來水股份有限公司第四區管理處台中給水廠,三甲東街(198號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7179891,24.17119233
PTBJ03386,PTB台灣電力股份有限公司台中區營業處(維護組),大河一巷(5號.G5448GE5610),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6524073,24.17331516
PW4J01922,PW4台灣自來水股份有限公司第四區管理處台中給水廠,南和二街(1號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6691545,24.11283285
PWBJ00261,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,沙鹿區(自強路301號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5652748,24.20425153
PW4J01923,PW4台灣自來水股份有限公司第四區管理處台中給水廠,樹義路(35號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6526828,24.11158969
PW4J01924,PW4台灣自來水股份有限公司第四區管理處台中給水廠,三民路二段(與公園路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6816101,24.14445575
PW7J00472,PW7台灣自來水股份有限公司第四區管理處大里服務所,仁和街(50號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7173881,24.13726189
PTCJ00205,PTC台灣電力股份有限公司台中區營業處豐原分處,正五街(8號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.8257612,24.25797756
PWBJ00264,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,仁德路(66巷24號),路面異常，恐影響民眾安危,120.5511549,24.14655005
GW7J00170,GW7臺中市政府水利局(水利養護工程科),河南路二段(532號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6415733,24.16858625
GW7J00171,GW7臺中市政府水利局(水利養護工程科),漢翔路(與上墩路口),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6386524,24.1853356
PC2J00749,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,文山十街67號(文山十街67號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6134382,24.15199015
PW4J01932,PW4台灣自來水股份有限公司第四區管理處台中給水廠,橫坑巷(光政橋前),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7461575,24.17846058
PW9J00079,PW9台灣自來水股份有限公司第四區管理處大甲營運所,東西七路二段(40號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6100956,24.37240486
PTBJ03414,PTB台灣電力股份有限公司台中區營業處(維護組),甘肅路二段(53號旁.G5548BC7487),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6557427,24.17140587
PTBJ03415,PTB台灣電力股份有限公司台中區營業處(維護組),平德路一巷(37號旁.G5750AB4236),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6701361,24.17925307
PC2J00755,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,臺中市北屯區衛道路98-7號(臺中市北屯區衛道路98-7號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6895398,24.16223635
PC2J00756,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,北屯區崇德六路一段151巷2弄1號(北屯區崇德六路一段151巷2弄1號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6919361,24.1797989
CG1J00663,CG1欣中天然氣股份有限公司,林森路132號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6693332,24.13897643
PC2J00757,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,北屯區崇德路二段32號(北屯區崇德路二段32號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6855367,24.16939892
PC2J00758,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,西屯區永康街192號(西屯區永康街192號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.622384,24.18690187
PW4J01937,PW4台灣自來水股份有限公司第四區管理處台中給水廠,國光路(134巷6號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.677651,24.12894934
PW2J00165,PW2台灣自來水股份有限公司第四區管理處豐原給水廠,博愛街(152號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7189769,24.2479436
PW4J01028,PW4台灣自來水股份有限公司第四區管理處台中給水廠,康樂街(13號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6774988,24.13448975
PC2J00439,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,崇德路三段689號(崇德路三段689號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6863809,24.19558072
PC2J00440,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,西屯路三段148-31號(西屯路三段148-31號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6237928,24.18566647
PW4J01124,PW4台灣自來水股份有限公司第四區管理處台中給水廠,漢翔路(109號),路面異常，恐影響民眾安危,120.6438749,24.18503259
PC2J00441,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,黎明路二段968號對面(黎明路二段968號對面),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6354471,24.16773064
CG2J00052,CG2欣林天然氣股份有限公司,建祥街31號(建祥街31號前),孔蓋異常，恐影響民眾安危,120.7239072,24.12638315
CG1J00460,CG1欣中天然氣股份有限公司,自治街207巷17號(自治街207巷17號),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6660749,24.14241976
PT1J00060,PT1台灣電力股份有限公司台中區營業處,環中路一段(與四平路口以東約60M(至環中路一段與崇德路三段口以西約80M間等4處)),孔蓋異常，恐影響民眾安危,120.6851081,24.20083806
PWBJ00201,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,四平街(171號),孔蓋異常，恐影響民眾安危,120.5607961,24.2371661
GW5J00483,GW5臺中市政府水利局(污水營運科),和順路(和順二街路口),孔蓋異常，恐影響民眾安危,120.7225816,24.16842125
PTBJ02484,PTB台灣電力股份有限公司台中區營業處(維護組),國光路(26號),孔蓋異常，恐影響民眾安危,120.6764733,24.13184897
CG1J00499,CG1欣中天然氣股份有限公司,公益路56號一帶(臺灣大道2段179巷一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6678263,24.15108112
GW5J00517,GW5臺中市政府水利局(污水營運科),四川路(四川二街),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6519051,24.16364158
PW2J00112,PW2台灣自來水股份有限公司第四區管理處豐原給水廠,東北街(137號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7251975,24.25771697
PW4J01530,PW4台灣自來水股份有限公司第四區管理處台中給水廠,軍福十五路(359號),孔蓋異常，恐影響民眾安危,120.7227444,24.17405022
PTBJ02674,PTB台灣電力股份有限公司台中區營業處(維護組),樹義路(與福田二街口往南),孔蓋異常，恐影響民眾安危,120.6528433,24.10832501
PTBJ02675,PTB台灣電力股份有限公司台中區營業處(維護組),樹德路(252號),孔蓋異常，恐影響民眾安危,120.7123019,24.15617373
PTBJ02676,PTB台灣電力股份有限公司台中區營業處(維護組),樹義路(與福田二街口),孔蓋異常，恐影響民眾安危,120.6527617,24.10878846
PTBJ02677,PTB台灣電力股份有限公司台中區營業處(維護組),樹義路(與福田二街口),孔蓋異常，恐影響民眾安危,120.6528487,24.10861611
PTBJ02678,PTB台灣電力股份有限公司台中區營業處(維護組),樹義路(與福田二街口往南),孔蓋異常，恐影響民眾安危,120.6528495,24.10832528
PTBJ02680,PTB台灣電力股份有限公司台中區營業處(維護組),三和路(與三榮南路口),孔蓋異常，恐影響民眾安危,120.608703,24.10453479
PW4J01557,PW4台灣自來水股份有限公司第四區管理處台中給水廠,弘孝路(13號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6437713,24.16635797
PW4J01558,PW4台灣自來水股份有限公司第四區管理處台中給水廠,洲際一街(崇德十九路路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6804087,24.19924107
PW4J01566,PW4台灣自來水股份有限公司第四區管理處台中給水廠,振興路(286號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7021376,24.13154419
GW5J00520,GW5臺中市政府水利局(污水營運科),太原路三段(環中東路三段路口),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7196731,24.16316518
PC3J00113,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,大漢街(125號),路面異常，恐影響民眾安危,120.6996223,24.25279037
PWBJ00220,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,東晉八街(57號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5716474,24.22511167
PWBJ00221,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,正義路(295號對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.574675,24.20312516
PW7J00423,PW7台灣自來水股份有限公司第四區管理處大里服務所,樹孝路274巷(51號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7197755,24.15317931
PW9J00067,PW9台灣自來水股份有限公司第四區管理處大甲營運所,重光路(61之4號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.65001,24.33117334
PW2J00142,PW2台灣自來水股份有限公司第四區管理處豐原給水廠,三豐路一段(383號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7200616,24.26272642
PC3J00130,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,仁洲街(9號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.7147705,24.25792628
PW4J01879,PW4台灣自來水股份有限公司第四區管理處台中給水廠,立仁路(77號 ),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7035426,24.1078105
PTBJ03283,PTB台灣電力股份有限公司台中區營業處(維護組),南平路(與南平一街口),路面異常，恐影響民眾安危,120.6633147,24.12162077
PTBJ03284,PTB台灣電力股份有限公司台中區營業處(維護組),河南路二段(40號.G5548GE7396.G5548GE8324),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.660628,24.17308399
PTBJ03285,PTB台灣電力股份有限公司台中區營業處(維護組),南平路(40號),路面異常，恐影響民眾安危,120.6631369,24.12135392
PW4J01880,PW4台灣自來水股份有限公司第四區管理處台中給水廠,大墩十九街(225號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6503549,24.15907587
GW7J00163,GW7臺中市政府水利局(水利養護工程科),中科路(1188號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6341232,24.20464467
GW7J00164,GW7臺中市政府水利局(水利養護工程科),育才路(508號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7128652,24.15730669
GW7J00165,GW7臺中市政府水利局(水利養護工程科),大里二街(219號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6829891,24.10285105
PW4J01896,PW4台灣自來水股份有限公司第四區管理處台中給水廠,遊園北路(與西屯路三段口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5941208,24.19101623
PTBJ03331,PTB台灣電力股份有限公司台中區營業處(維護組),軍福十三路(168號.G6448BD10),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7258837,24.1719851
PC3J00133,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,三社路(291號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6860707,24.24138398
CC2J00012,CC2新世紀資通股份有限公司,大聖街(191號前),路面異常，恐影響民眾安危,120.6506455,24.15156557
PTBJ03332,PTB台灣電力股份有限公司台中區營業處(維護組),大興路(75號),路面異常，恐影響民眾安危,120.7333472,24.15299917
PC2J00725,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,平德路1巷(52號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6711063,24.180929
PW9J00078,PW9台灣自來水股份有限公司第四區管理處大甲營運所,青二路(10巷19號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6453192,24.40667216
PTBJ03406,PTB台灣電力股份有限公司台中區營業處(維護組),振興路(271號對向車道),路面異常，恐影響民眾安危,120.6957523,24.13296848
GW5J00598,GW5臺中市政府水利局(污水營運科),三民路一段(28號前),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6671118,24.12999357
PW4J01938,PW4台灣自來水股份有限公司第四區管理處台中給水廠,東興路二段(125號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6529385,24.13950488
PW4J01940,PW4台灣自來水股份有限公司第四區管理處台中給水廠,仁義街(72之2號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6764528,24.12567234
CG1J00639,CG1欣中天然氣股份有限公司,復興路三段(復興路三段與合作街口),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6796993,24.13316561
PW7J00464,PW7台灣自來水股份有限公司第四區管理處大里服務所,中山路二段100巷24弄(41號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7374254,24.14668598
PTBJ03322,PTB台灣電力股份有限公司台中區營業處(維護組),長億六街126巷(1號對面),路面異常，恐影響民眾安危,120.7160816,24.11929436
PTBJ03323,PTB台灣電力股份有限公司台中區營業處(維護組),長億六街126巷(12號),路面異常，恐影響民眾安危,120.7162664,24.11946882
PTBJ03324,PTB台灣電力股份有限公司台中區營業處(維護組),軍和街(489-50號.G6449BE22),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7259217,24.17760514
PC2J00721,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,惠中六街(1號對面),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6415256,24.15981218
CG1J00640,CG1欣中天然氣股份有限公司,大進街(12號),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6513774,24.14134111
CG1J00642,CG1欣中天然氣股份有限公司,國強街278巷37號(至31號一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6989346,24.1629045
PTBJ03328,PTB台灣電力股份有限公司台中區營業處(維護組),永成北路(236號),路面異常，恐影響民眾安危,120.7172509,24.11948395
PWAJ00278,PWA台灣自來水股份有限公司第四區管理處清水營運所,高美路(231巷18之6號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5723027,24.28509561
PTBJ03333,PTB台灣電力股份有限公司台中區營業處(維護組),建和路二段(316號.G6449AC00),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7247519,24.17560821
PTBJ03334,PTB台灣電力股份有限公司台中區營業處(維護組),大興路(89號),路面異常，恐影響民眾安危,120.733372,24.15335416
PTBJ03336,PTB台灣電力股份有限公司台中區營業處(維護組),向上一街(1號),路面異常，恐影響民眾安危,120.65482,24.14580753
PW4J01898,PW4台灣自來水股份有限公司第四區管理處台中給水廠,大智路(181號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6899461,24.13249801
PWBJ00256,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,工業路(216巷43弄12號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5147972,24.21774029
PTBJ03337,PTB台灣電力股份有限公司台中區營業處(維護組),正道街(96號.G6450BB6568),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7263427,24.17966338
PTBJ03339,PTB台灣電力股份有限公司台中區營業處(維護組),建和路二段(正道街口.G6450BB0688),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.725717,24.17978847
PW2J00159,PW2台灣自來水股份有限公司第四區管理處豐原給水廠,中正路(211巷39號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7179667,24.25118817
PTBJ03340,PTB台灣電力股份有限公司台中區營業處(維護組),高工路(317號旁),路面異常，恐影響民眾安危,120.6656675,24.11404667
PWCJ00275,PWC台灣自來水股份有限公司第四區管理處大雅營運所,龍善街(與信和路交叉路口),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6604287,24.20894739
CG4J00052,CG4欣彰天然氣股份有限公司豐原營業所,西勢路407號(西勢路411號),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.7045711,24.23966041
GW5J00587,GW5臺中市政府水利局(污水營運科),籠富路四段(565號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6263048,24.15075826
PTBJ03351,PTB台灣電力股份有限公司台中區營業處(維護組),國祥街(1號.G4953CC6223),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6092083,24.19362481
GW5J00588,GW5臺中市政府水利局(污水營運科),龍富路四段(519號旁),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6261565,24.14972239
GW5J00589,GW5臺中市政府水利局(污水營運科),龍富路四段(439號旁),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6260276,24.1481724
PWBJ00259,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,中央路二段(28號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5234027,24.20367024
GW5J00590,GW5臺中市政府水利局(污水營運科),龍富路四段(19號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6257961,24.14113308
PTBJ03352,PTB台灣電力股份有限公司台中區營業處(維護組),"國安二路(東大路一段口,往東南方約73公尺.G4953BD4382)",孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6080486,24.1946689
PTBJ03353,PTB台灣電力股份有限公司台中區營業處(維護組),"國安二路(東大路一段口,往東南方約97公尺.G4953BD6193)",孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6082164,24.19455625
PWAJ00279,PWA台灣自來水股份有限公司第四區管理處清水營運所,民生西街(155巷6號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5266088,24.25651655
PTBJ03354,PTB台灣電力股份有限公司台中區營業處(維護組),旱溪街(506旁號),路面異常，恐影響民眾安危,120.7096805,24.14068164
PTBJ03355,PTB台灣電力股份有限公司台中區營業處(維護組),台灣大道四段1060巷(福康路19巷口.G5051AB85),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6154377,24.18400855
PTBJ03356,PTB台灣電力股份有限公司台中區營業處(維護組),福康路(48號.G5051CC8245),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6172771,24.18459834
PTBJ03357,PTB台灣電力股份有限公司台中區營業處(維護組),"國安二路(福林路口,往西北方約175公尺.G5053AA2361.G5053AA2392)",孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6148308,24.19192613
PTBJ03359,PTB台灣電力股份有限公司台中區營業處(維護組),"國安一路(東大路一段口,往東南方約50公尺.G4953AC9032)",孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6076253,24.19345367
PWCJ00277,PWC台灣自來水股份有限公司第四區管理處大雅營運所,民生路三段(180巷9號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6611675,24.23106986
PW4J01903,PW4台灣自來水股份有限公司第四區管理處台中給水廠,河南東一街(33號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6632028,24.17027437
CG1J00644,CG1欣中天然氣股份有限公司,文心南六路21巷16號至18號一帶(文心南六路21巷20-1號一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6525243,24.13019546
PWAJ00280,PWA台灣自來水股份有限公司第四區管理處清水營運所,鰲峰路(476之7號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.552496,24.26545693
PW4J01905,PW4台灣自來水股份有限公司第四區管理處台中給水廠,振興路(437巷111弄1號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.7072693,24.1344703
PW4J01906,PW4台灣自來水股份有限公司第四區管理處台中給水廠,崇德路一段(99號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6849686,24.15879074
CG1J00648,CG1欣中天然氣股份有限公司,成都路(127號對面),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6629111,24.16734241
PW4J01907,PW4台灣自來水股份有限公司第四區管理處台中給水廠,和祥街(366號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7217719,24.18002546
CG2J00089,CG2欣林天然氣股份有限公司,中山路一段(205號旁人行道上),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.7024542,24.19618729
CG1J00649,CG1欣中天然氣股份有限公司,瀋陽路(二段198號),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.685043,24.17338137
PTBJ03370,PTB台灣電力股份有限公司台中區營業處(維護組),萬和路一段(與永春東路口),路面異常，恐影響民眾安危,120.6381438,24.13520966
PW2J00163,PW2台灣自來水股份有限公司第四區管理處豐原給水廠,中山路(342-2號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7146597,24.24558774
PW4J01916,PW4台灣自來水股份有限公司第四區管理處台中給水廠,公園路(55之57號),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6808979,24.14525609
CG1J00652,CG1欣中天然氣股份有限公司,存中街28號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6598114,24.14160508
PTBJ03400,PTB台灣電力股份有限公司台中區營業處(維護組),惠文五街(38號旁.G5345BB2598),孔蓋異常有聲響，恐影響用路人行車及民眾生活品質,120.6395675,24.15693153
PTCJ00206,PTC台灣電力股份有限公司台中區營業處豐原分處,豐勢路(605號),路面異常，恐影響民眾安危,120.8258228,24.26060388
